,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type
35,"Aug. 19, 2009 - Aug. 30, 2009",Aidan Maile Mercer,David E. Price,D,NC-4,"Winston-Salem, NC","NC Agribusiness Council, NC Dept. of Agriculture, NC A&T University",Original
36,"Aug. 22, 2009 - Aug. 30, 2009",Antonina King,Howard L. Berman,D,CA-28,"Kampala, Uganda",International Committee of the Red Cross,Original
37,"Aug. 22, 2009 - Aug. 30, 2009",Aaron Davis,Christopher Carney,D,PA-10,Ankara -,Turkish Coalition of America,Original
38,"Aug. 22, 2009 - Aug. 30, 2009",Aaron Davis,Christopher Carney,D,PA-10,Istanbul,Turkish Coalition of America,Original
39,"Aug. 22, 2009 - Aug. 30, 2009",Aaron Davis,Christopher Carney,D,PA-10,Istanbul -,Turkish Coalition of America,Original
40,"Aug. 22, 2009 - Aug. 30, 2009",Aaron Davis,Christopher Carney,D,PA-10,Patara -,Turkish Coalition of America,Original
41,"Aug. 22, 2009 - Aug. 30, 2009",Andrew Aydin,John Lewis,D,GA-5,Ankara -,Turkish Coalition of America,Original
42,"Aug. 22, 2009 - Aug. 30, 2009",Andrew Aydin,John Lewis,D,GA-5,Istanbul,Turkish Coalition of America,Original
43,"Aug. 22, 2009 - Aug. 30, 2009",Andrew Aydin,John Lewis,D,GA-5,Istanbul -,Turkish Coalition of America,Original
44,"Aug. 22, 2009 - Aug. 30, 2009",Andrew Aydin,John Lewis,D,GA-5,Patara -,Turkish Coalition of America,Original
45,"Aug. 22, 2009 - Aug. 30, 2009",Rachel Carter,Kay Granger,R,TX-12,"Gula, Uganda -",International Committee on the Red Cross,Original
46,"Aug. 22, 2009 - Aug. 30, 2009",Rachel Carter,Kay Granger,R,TX-12,"Kampala, Uganda -",International Committee on the Red Cross,Original
47,"Aug. 22, 2009 - Aug. 30, 2009",Rachel Carter,Kay Granger,R,TX-12,"Kitgum, Uganda",International Committee on the Red Cross,Original
48,"Aug. 22, 2009 - Aug. 30, 2009",Mark Milosch,Christopher H. Smith,R,NJ-4,"Kampala, Uganda",International Committee of the Red Cross,Original
49,"Aug. 22, 2009 - Aug. 30, 2009",Wendi Lipsich,Robert Wexler,D,FL-19,"Ankara, Turkey",Turkish Coalition of America,Original
0,"Aug. 22, 2009 - Aug. 30, 2009",Wendi Lipsich,Robert Wexler,D,FL-19,"Istanbul, Turkey",Turkish Coalition of America,Original
1,"Aug. 22, 2009 - Aug. 30, 2009",Wendi Lipsich,Robert Wexler,D,FL-19,"Patara, Turkey",Turkish Coalition of America,Original
2,"Aug. 22, 2009 - Aug. 30, 2009",Joshua Rogin,Robert Wexler,D,FL-19,"Ankara, Turkey",Turkish Coalition of America,Original
3,"Aug. 22, 2009 - Aug. 30, 2009",Joshua Rogin,Robert Wexler,D,FL-19,"Istanbul, Turkey",Turkish Coalition of America,Original
4,"Aug. 22, 2009 - Aug. 30, 2009",Joshua Rogin,Robert Wexler,D,FL-19,"Patara, Turkey",Turkish Coalition of America,Original
5,"Aug. 22, 2009 - Aug. 30, 2009",Aysha House-Moshi,"Grayson, Alan",,FL-0,"Ankara, Turkey",Turkish Coalition of America,Original
6,"Aug. 22, 2009 - Aug. 30, 2009",Aysha House-Moshi,"Grayson, Alan",,FL-0,"Istanbul, Turkey",Turkish Coalition of America,Original
7,"Aug. 22, 2009 - Aug. 30, 2009",Aysha House-Moshi,"Grayson, Alan",,FL-0,"Patara, Turkey",Turkish Coalition of America,Original
8,"Aug. 22, 2009 - Aug. 30, 2009",Britt McEachern,Eliot L. Engel,D,NY-0,"Ankara, Turkey",Turkish Coalition of America,Original
9,"Aug. 22, 2009 - Aug. 30, 2009",Britt McEachern,Eliot L. Engel,D,NY-0,"Istanbul, Turkey",Turkish Coalition of America,Original
10,"Aug. 22, 2009 - Aug. 30, 2009",Britt McEachern,Eliot L. Engel,D,NY-0,"Patara, Turkey",Turkish Coalition of America,Original
11,"Aug. 22, 2009 - Aug. 30, 2009",Mark Milosch,Christopher H. Smith,R,NJ-4,"Kampala, Uganda",International Committee of the Red Cross,Amendment
12,"Aug. 22, 2009 - Aug. 30, 2009",Mariana Maguire,Howard L. Berman,D,CA-28,Ankara -,Turkish Coalition of America,Original
13,"Aug. 22, 2009 - Aug. 30, 2009",Mariana Maguire,Howard L. Berman,D,CA-28,Istanbul,Turkish Coalition of America,Original
14,"Aug. 22, 2009 - Aug. 30, 2009",Mariana Maguire,Howard L. Berman,D,CA-28,Istanbul -,Turkish Coalition of America,Original
15,"Aug. 22, 2009 - Aug. 30, 2009",Mariana Maguire,Howard L. Berman,D,CA-28,Patara -,Turkish Coalition of America,Original
16,"Aug. 23, 2009 - Aug. 29, 2009",Rachel Carter,Kay Granger,R,TX-12,"Gulu, Uganda -",International Committee on the Red Cross,Amendment
17,"Aug. 23, 2009 - Aug. 29, 2009",Rachel Carter,Kay Granger,R,TX-12,"Kampala, Uganda -",International Committee on the Red Cross,Amendment
18,"Aug. 23, 2009 - Aug. 29, 2009",Rachel Carter,Kay Granger,R,TX-12,"Kitgum, Uganda",International Committee on the Red Cross,Amendment
19,"Aug. 24, 2009 - Aug. 27, 2009",Donald L. Holley,Larry Kissell,D,NC-8,"Pinehurst, NC","NC Agribusiness Council, NC Dept. of Agriculture and Consumer Services, NC A&T University",Original
20,"Aug. 24, 2009 - Aug. 27, 2009",Donald L. Holley,Larry Kissell,D,NC-8,"Raleigh, NC","NC Agribusiness Council, NC Dept. of Agriculture and Consumer Services, NC A&T University",Original
21,"Aug. 24, 2009 - Aug. 27, 2009",Donald L. Holley,Larry Kissell,D,NC-8,"Winston Salem, NC","NC Agribusiness Council, NC Dept. of Agriculture and Consumer Services, NC A&T University",Original
22,"Aug. 21, 2009 - Aug. 27, 2009",Ryan Fitzpatrick,Heath Shuler,D,NC-11,North Carolina,"NC Agribusiness Council, NC Dept. of Agriculture, NC Agricultural and Technical State University-Sch",Original
23,"Aug. 21, 2009 - Aug. 27, 2009",Whitney Mitchell,Heath Shuler,D,NC-11,North Carolina,"NC Agribusiness Council, NC Dept. of Agriculture, NC Agricultural and Techical State University-Scho",Original
24,"Aug. 25, 2009 - Aug. 26, 2009",Joshua Bowlen,Walter B. Jones,R,NC-3,"Belews Creek, NC",North Carolina Agribusiness Council; North Carolina Department of Agriculture and Consumer Services;,Original
25,"Aug. 25, 2009 - Aug. 26, 2009",Joshua Bowlen,Walter B. Jones,R,NC-3,"Greensboro, NC",North Carolina Agribusiness Council; North Carolina Department of Agriculture and Consumer Services;,Original
26,"Aug. 25, 2009 - Aug. 26, 2009",Joshua Bowlen,Walter B. Jones,R,NC-3,"Lewisville, NC",North Carolina Agribusiness Council; North Carolina Department of Agriculture and Consumer Services;,Original
27,"Aug. 25, 2009 - Aug. 26, 2009",Joshua Bowlen,Walter B. Jones,R,NC-3,"Oxford, NC",North Carolina Agribusiness Council; North Carolina Department of Agriculture and Consumer Services;,Original
28,"Aug. 25, 2009 - Aug. 26, 2009",Joshua Bowlen,Walter B. Jones,R,NC-3,"Raleigh, NC",North Carolina Agribusiness Council; North Carolina Department of Agriculture and Consumer Services;,Original
29,"Aug. 25, 2009 - Aug. 26, 2009",Joshua Bowlen,Walter B. Jones,R,NC-3,"Salisbury, NC",North Carolina Agribusiness Council; North Carolina Department of Agriculture and Consumer Services;,Original
30,"Aug. 25, 2009 - Aug. 26, 2009",Joshua Bowlen,Walter B. Jones,R,NC-3,"Statesville, NC",North Carolina Agribusiness Council; North Carolina Department of Agriculture and Consumer Services;,Original
31,"Aug. 8, 2009 - Aug. 26, 2009",Glenn Nye,Glenn Nye,D,VA-2,Tel Aviv,American Israel Education Foundation,Original
32,"Aug. 17, 2009 - Aug. 24, 2009",Vernon Ehlers,Vernon J. Ehlers,R,MI-3,"Banff, Canada",The Aspen Institute Congressional Program,Amendment
33,"Aug. 15, 2009 - Aug. 24, 2009",Christos Tsentas,"Lee, Barbara",,CA-0,"Lusaka, Zambia","The Global Fund to Fight AIDS, Tuberculosis and Malaria",Original
34,"Aug. 17, 2009 - Aug. 24, 2009",Vernon J. Ehlers,Vernon J. Ehlers,R,MI-3,"Banff, Canada",The Aspen Institute Congressional Program.,Original
35,"Aug. 17, 2009 - Aug. 24, 2009",Melvin Watt,Melvin Watt,D,NC-12,Calagary,The Aspen Institute Congressional Program,Original
36,"Aug. 18, 2009 - Aug. 23, 2009",Diana L. DeGette,Diana DeGette,D,CO-1,"Berlin, Germany","Swedish-American Life Science Summit, Stockholm School of Economics",Original
37,"Aug. 18, 2009 - Aug. 23, 2009",Diana L. DeGette,Diana DeGette,D,CO-1,"Stockholm, Sweden","Swedish-American Life Science Summit, Stockholm School of Economics",Original
38,"Aug. 18, 2009 - Aug. 23, 2009",Diana L. DeGette,Diana DeGette,D,CO-1,"Washington, DC","Swedish-American Life Science Summit, Stockholm School of Economics",Original
39,"Aug. 17, 2009 - Aug. 22, 2009",George Miller,"Miller, George",,CA-0,"Calgary, Canada",The Aspen Institute Congressional Program,Original
40,"Aug. 16, 2009 - Aug. 22, 2009",Susan A. Davis,Susan A. Davis,D,CA-53,"Calgary, Canada",The Aspen Institute Congressional Program,Original
41,"Aug. 17, 2009 - Aug. 22, 2009",Tom Cole,Tom Cole,R,OK-4,"Calgary, Canada",The Aspen Institute Congressional Program,Original
42,"Aug. 21, 2009 - Aug. 22, 2009",Jan Schakowsky,Jan Schakowsky,D,IL-9,"Los Angeles, Ca","Maher Live, Inc.",Original
43,"Aug. 17, 2009 - Aug. 22, 2009",Zoe Lofgren,"Lofgren, Zoe",,CA-0,"Calgary, Canada",Aspen Institute,Original
44,"Aug. 17, 2009 - Aug. 22, 2009",Michael M. Honda,"Honda, Michael M.",,CA-0,"Calgary, Canada",The Aspen Institute Congressional Program,Original
45,"Aug. 17, 2009 - Aug. 22, 2009",Rush Holt,Rush Holt,D,NJ-12,Calgary,The Aspen Institute Congressional Program,Original
46,"Aug. 21, 2009 - Aug. 22, 2009",Jan Schakowsky,Jan Schakowsky,D,IL-9,LA,"Maher Live, Inc",Amendment
47,"Aug. 18, 2009 - Aug. 22, 2009",Pete Stark,Pete Stark,D,CA-13,"Calgary, Canada",The Aspen Institute Congressional Program.,Original
48,"Aug. 16, 2009 - Aug. 22, 2009",Mazie Hirono,Mazie K. Hirono,D,HI-2,Los Angeles,The Aspen Institute Congressional Program,Original
49,"Aug. 17, 2009 - Aug. 22, 2009",Ed Pastor,"Pastor, Ed",,AZ-0,Calgary,The Aspen Institute Congressional Program,Original
0,"Aug. 17, 2009 - Aug. 22, 2009",Donald M Payne,Donald M. Payne,D,NJ-10,"Calgary, Canada",The Aspen Institute Congressional Program,Original
1,"Aug. 16, 2009 - Aug. 22, 2009",Mazie Hirono,Mazie K. Hirono,D,HI-2,"Calgary, Canada",The Aspen Institute Congressional Program,Original
2,"Aug. 7, 2009 - Aug. 21, 2009",Christopher Roper Schell,Ralph M. Hall,R,TX-4,"Ankara, Turkey",The Institute of Interfaith Dialog,Original
3,"Aug. 7, 2009 - Aug. 21, 2009",Christopher Roper Schell,Ralph M. Hall,R,TX-4,"Istanbul, Turkey",The Institute of Interfaith Dialog,Original
4,"Aug. 21, 2009 - Aug. 21, 2009",Trevor Kincaid,Jan Schakowsky,D,IL-9,"Los Angeles, CA","Maher Live, Inc.",Original
5,"Aug. 15, 2009 - Aug. 21, 2009",Daniel L. Zeitlin,Rosa DeLauro,D,CT-3,"Lusaka, Zambia","The Global Fund to Fight AIDS, Tuberculosis and Malaria",Original
6,"Aug. 21, 2009 - Aug. 21, 2009",Trevor Kincaid,Jan Schakowsky,D,IL-9,LA,"Maher Live, Inc",Amendment
7,"Aug. 17, 2009 - Aug. 21, 2009",Lynn Woolsey,Lynn Woolsey,D,CA-6,"Calgary, Canada",The Aspen Institute Congressional Program.,Original
8,"Aug. 8, 2009 - Aug. 21, 2009",Bill Foster,"Foster, Bill",,IL-0,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
9,"Aug. 8, 2009 - Aug. 21, 2009",Bill Foster,"Foster, Bill",,IL-0,Ben Gurion-,American Israel Education Foundation,Original
10,"Aug. 8, 2009 - Aug. 21, 2009",Bill Foster,"Foster, Bill",,IL-0,Tel Aviv-,American Israel Education Foundation,Original
11,"Aug. 17, 2009 - Aug. 21, 2009",Lynn Woolsey,Lynn Woolsey,D,CA-6,"Calgary, Canada",The Aspen Institute Congressional Program,Original
12,"Aug. 17, 2009 - Aug. 20, 2009",Adam Durand,Adam H. Putnam,R,FL-12,"Ames, IA","Iowa State University, Iowa Department of Economic Developement, Iowa Renewable Fuels Foundation, Gr",Original
13,"Aug. 18, 2009 - Aug. 20, 2009",Lillian Pace,"Miller, George",,CA-0,"Queenstown, MD",Aspen Institute Education and society program,Original
14,"Aug. 18, 2009 - Aug. 20, 2009",Alice Cain,"Miller, George",,CA-0,"Queenstown, MD",Aspen Institute,Original
15,"Aug. 17, 2009 - Aug. 20, 2009",Danny K. Davis,Danny K. Davis,D,IL-7,"Beijing, China",Omar Medical Supplies,Original
16,"Aug. 17, 2009 - Aug. 20, 2009",Adam Durand,Collin C. Peterson,D,MN-7,"Ames, IA","Iowa State University, Iowa Department of Economic Development, Iowa Renewable Fuels Foundation, Gre",Amendment
17,"Aug. 18, 2009 - Aug. 20, 2009",Jessica Gross,Michael N. Castle,R,DE-1,"Wye River, MD",The Aspen Institute Education and Society Program,Original
18,"Aug. 7, 2009 - Aug. 20, 2009",Paul Balzano,K. Michael Conaway,R,TX-11,Ankara-,Institute of Interfaith Dialog for World Peace,Original
19,"Aug. 7, 2009 - Aug. 20, 2009",Paul Balzano,K. Michael Conaway,R,TX-11,Istanbul,Institute of Interfaith Dialog for World Peace,Original
20,"Aug. 7, 2009 - Aug. 20, 2009",Paul Balzano,K. Michael Conaway,R,TX-11,Istanbul-,Institute of Interfaith Dialog for World Peace,Original
21,"Aug. 7, 2009 - Aug. 20, 2009",Scott Graves,K. Michael Conaway,R,TX-11,"Ankara, Turkey -",The Institute of Interfaith Dialog for World Peace,Original
22,"Aug. 7, 2009 - Aug. 20, 2009",Scott Graves,K. Michael Conaway,R,TX-11,"Istanbul, Turkey",The Institute of Interfaith Dialog for World Peace,Original
23,"Aug. 7, 2009 - Aug. 20, 2009",Scott Graves,K. Michael Conaway,R,TX-11,"Istanbul, Turkey -",The Institute of Interfaith Dialog for World Peace,Original
24,"Aug. 17, 2009 - Aug. 19, 2009",Brian Sutter,Dave Camp,R,MI-4,"Los Angeles, CA",Congressional Coalition on Adoption Institute,Original
25,"Aug. 17, 2009 - Aug. 19, 2009",Rebecca McElroy,Jim Cooper,D,TN-5,Los Angeles,Congressional Colition on Adoption Institute,Original
26,"Aug. 17, 2009 - Aug. 19, 2009",Sonja Nesbit,"Rangel, Charles B.",,NY-0,"Los Angeles, CA",Conressional Coalition on Adoption Institute,Amendment
27,"Aug. 19, 2009 - Aug. 19, 2009",Denise Forte,"Miller, George",,CA-0,"Wye River, MD",The Aspen Institute,Original
28,"Aug. 17, 2009 - Aug. 19, 2009",Theresa Lavery,Joe L. Barton,R,TX-6,"Denver, CO",AXPC,Original
29,"Aug. 17, 2009 - Aug. 19, 2009",Sarah Whiting,Joe L. Barton,R,TX-6,"Denver, CO",American Exploration and Production Council (AXPC),Original
30,"Aug. 17, 2009 - Aug. 19, 2009",Laura Berntsen,Jim McDermott,D,WA-7,"Los Angeles, CA",Congressional Coalition on Adoption Institute,Amendment
31,"Aug. 17, 2009 - Aug. 19, 2009",Mackenzie Tepel,Betsy Markey,D,CO-4,"Denver, CO",American Exploration and Production Council,Original
32,"Aug. 17, 2009 - Aug. 19, 2009",Wendy Kirchoff,Dan Boren,D,OK-2,"Denver, CO",American Exploration Production Council,Original
33,"Aug. 17, 2009 - Aug. 19, 2009",Sonja Nesbit,"Rangel, Charles B.",,NY-0,"Los Angeles, CA",Congressional Coalition on Adoption Institute (CCAI),Original
34,"Aug. 12, 2009 - Aug. 19, 2009",Laura Berntsen,Jim McDermott,D,WA-7,"Los Angeles, CA",Congressional Coalition on Adoption Institute,Original
35,"Aug. 8, 2009 - Aug. 17, 2009",Henry A. Waxman,"Waxman, Henry A.",,CA-0,"Tel-Aviv, Israel",American Israel Education Foundation,Original
36,"Aug. 8, 2009 - Aug. 16, 2009",Bobby Neal Bright,Bobby Bright,D,AL-2,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
37,"Aug. 13, 2009 - Aug. 16, 2009",Edolphus Towns,Edolphus Towns,D,NY-10,"Memphis, TN",Congressional Black Caucus Political Education and Leadership Institute,Original
38,"Aug. 8, 2009 - Aug. 16, 2009",Deborah L. Halvorson,Debbie Halvorson,D,IL-11,"Tel Aviv, Israel",American Israel Education Foundation,Original
39,"Aug. 13, 2009 - Aug. 16, 2009",Andre Carson,André Carson,D,IN-7,"Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute.,Original
40,"Aug. 7, 2009 - Aug. 16, 2009",Gene Green,Gene Green,D,TX-29,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
41,"Aug. 14, 2009 - Aug. 16, 2009",Donna Christensen,Donna M.C. Christensen,D,VI,Tunica,CBC Political Education and Leadership Institute,Original
42,"Aug. 14, 2009 - Aug. 16, 2009",Barbara Lee,"Lee, Barbara",,CA-0,"Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute,Original
43,"Aug. 15, 2009 - Aug. 16, 2009",John Lewis,John Lewis,D,GA-5,"Phoenix, AZ",A. Philip Randolph Institute,Original
44,"Aug. 16, 2009 - Aug. 16, 2009",Laura Richardson,Laura Richardson,D,CA-37,New York,International Association of Machinists and Aerospace workers,Original
45,"Aug. 8, 2009 - Aug. 16, 2009",Laura Richardson,Laura Richardson,D,CA-37,Tel Aviv,American Israel Education Foundation (AIEF),Original
46,"Aug. 14, 2009 - Aug. 16, 2009",Patrice Willoughby,"Lee, Barbara",,CA-0,"Tunica, TN",Congressional Black Caucus Institute,Original
47,"Aug. 13, 2009 - Aug. 16, 2009","Sanford D. Bishop, Jr.",Sanford D. Bishop Jr.,D,GA-2,"Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute.,Original
48,"Aug. 13, 2009 - Aug. 16, 2009",Lindsey Weaver,Betsy Markey,D,CO-4,"Denver, CO",American Exploration and Production Council,Original
49,"Aug. 13, 2009 - Aug. 16, 2009",Carolyn C. Kilpatrick,Carolyn Cheeks Kilpatrick,D,MI-13,"Memphis, TN",Congressional Black Caucus Political Education and Leadership Institute (CBC Institute),Original
0,"Aug. 13, 2009 - Aug. 16, 2009",James E. Clyburn,James E. Clyburn,D,SC-6,"Memphis, TN",Congressional Black Caucus Political Education and Leadership Institute,Amendment
1,"Aug. 8, 2009 - Aug. 16, 2009",Katheryn Hargis,Vic Snyder,D,AR-2,Cyprus -,American-Turkish Council,Original
2,"Aug. 8, 2009 - Aug. 16, 2009",Katheryn Hargis,Vic Snyder,D,AR-2,Turkey,American-Turkish Council,Original
3,"Aug. 13, 2009 - Aug. 16, 2009",Edolphus Towns,Edolphus Towns,D,NY-10,"Memphis, TN",The Congressional Black Caucus Political Education and Leadership Institute,Original
4,"Aug. 13, 2009 - Aug. 16, 2009",John Lewis,John Lewis,D,GA-5,Tunica,CBC Institute,Original
5,"Aug. 8, 2009 - Aug. 16, 2009",Robert Bacon,"Ryan, Tim",,OH-0,Ankara-,American-Turkish Council,Original
6,"Aug. 8, 2009 - Aug. 16, 2009",Robert Bacon,"Ryan, Tim",,OH-0,Girne-,American-Turkish Council,Original
7,"Aug. 8, 2009 - Aug. 16, 2009",Robert Bacon,"Ryan, Tim",,OH-0,Istanbul,American-Turkish Council,Original
8,"Aug. 8, 2009 - Aug. 16, 2009",Brian Romick,Steny H. Hoyer,D,MD-5,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
9,"Aug. 8, 2009 - Aug. 16, 2009",Steny H. Hoyer,Steny H. Hoyer,D,MD-5,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
10,"Aug. 8, 2009 - Aug. 16, 2009","Frank Kratovil, Jr.",Frank Kratovil Jr.,D,MD-1,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
11,"Aug. 8, 2009 - Aug. 16, 2009",Shelley Berkley,Shelley Berkley,D,NV-1,"Las Vegas, NV",American Israel Education Foundation (AIEF),Original
12,"Aug. 8, 2009 - Aug. 16, 2009",Shelley Berkley,Shelley Berkley,D,NV-1,"Las Vegas, NV -",American Israel Education Foundation (AIEF),Original
13,"Aug. 8, 2009 - Aug. 16, 2009",Shelley Berkley,Shelley Berkley,D,NV-1,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
14,"Aug. 8, 2009 - Aug. 16, 2009",Lincoln Davis,Lincoln Davis,D,TN-4,"Nashville, TN",American Israel Foundation (AIEF),Original
15,"Aug. 8, 2009 - Aug. 16, 2009",Lincoln Davis,Lincoln Davis,D,TN-4,Tel Aviv,American Israel Foundation (AIEF),Original
16,"Aug. 13, 2009 - Aug. 16, 2009",Darryl Piggee,William Lacy Clay,D,MO-1,"Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute,Original
17,"Aug. 9, 2009 - Aug. 16, 2009",Mike Quigley,Mike Quigley,D,IL-5,"Tel Aviv, Israel",American Israel Education Foundation,Original
18,"Aug. 8, 2009 - Aug. 16, 2009",Mazie K. Hirono,Mazie K. Hirono,D,HI-2,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
19,"Aug. 8, 2009 - Aug. 16, 2009",Michael Arcuri,Michael Arcuri,D,NY-24,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
20,"Aug. 8, 2009 - Aug. 16, 2009",Parker Griffith,Parker Griffith,R,AL-5,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
21,"Aug. 8, 2009 - Aug. 16, 2009",Harry E. Mitchell,Harry E. Mitchell,D,AZ-5,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
22,"Aug. 8, 2009 - Aug. 16, 2009",Charlie Wilson,Charlie Wilson,D,OH-6,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
23,"Aug. 8, 2009 - Aug. 16, 2009",Gary Peters,"Peters, Gary C.",,MI-0,Tel Aviv,American Israel Education Foundation (AIEF),Original
24,"Aug. 8, 2009 - Aug. 16, 2009",Travis Childers,Travis W. Childers,D,MS-1,Tel Aviv,American Israel Education Foundation,Original
25,"Aug. 8, 2009 - Aug. 16, 2009",Steve Driehaus,Steve Driehaus,D,OH-1,"Tel Aviv, Israel",American Israel Education Foundation,Original
26,"Aug. 8, 2009 - Aug. 16, 2009",Jim Himes,Jim Himes,D,CT-4,"Tel Aviv, Israel",American Israel Education Foundation,Original
27,"Aug. 13, 2009 - Aug. 16, 2009",Donald M Payne,Donald M. Payne,D,NJ-10,"Tunica, MS",Congressional Black Caucus Institute,Original
28,"Aug. 8, 2009 - Aug. 16, 2009",Melissa L. Bean,Melissa Bean,D,IL-8,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original
29,"Aug. 8, 2009 - Aug. 16, 2009",Kristen Glenn,Tom McClintock,R,CA-4,"Instanbul, Turkey -",American-Turkish Council,Original
30,"Aug. 8, 2009 - Aug. 16, 2009",Kristen Glenn,Tom McClintock,R,CA-4,Lefkosa -,American-Turkish Council,Original
31,"Aug. 8, 2009 - Aug. 16, 2009",Kristen Glenn,Tom McClintock,R,CA-4,Northern Cyprus -,American-Turkish Council,Original
32,"Aug. 8, 2009 - Aug. 16, 2009",Kristen Glenn,Tom McClintock,R,CA-4,NYC,American-Turkish Council,Original
33,"Aug. 8, 2009 - Aug. 16, 2009",Kristen Glenn,Tom McClintock,R,CA-4,NYC -,American-Turkish Council,Original
